Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,freshprompt_answer,_gt_list,freshprompt_answer_evaluated,freshprompt_answer_explaination
386,386,TEST,Who is the starting running back for the San Francisco 49ers?,2025,frequently,False,one-hop,fast-changing,"https://www.espn.com/nfl/team/depth/_/name/sf/san-francisco-49ers#:~:text=QB-,RB,-WR",Christian McCaffrey,,,,,,,,,,,"The question contains a valid premise. As of the most recent information available, Christian McCaffrey is the starting running back for the San Francisco 49ers.",['Christian McCaffrey'],correct,evaluation: correct
387,387,TEST,What's the most popular film on Letterboxd this week?,2025,frequently,False,one-hop,fast-changing,https://letterboxd.com/films/popular/this/week/,Black Phone 2,Black Phone 2 directed by Scott Derrickson,,,,,,,,,,"The question contains a valid premise. As of this week, the most popular film on Letterboxd is ""Frankenstein (2025).""","['Black Phone 2', 'Black Phone 2 directed by Scott Derrickson']",incorrect,evaluation: incorrect
388,388,TEST,What is Geoff Hinton’s h-index?,2025,frequently,False,one-hop,fast-changing,"https://scholar.google.co.uk/citations?user=JicYPdAAAAAJ&hl=en#:~:text=h%2Dindex-,191,-134",191,,,,,,,,,,,"The question contains a valid premise. As of the latest available information, Geoffrey Hinton's h-index is reported to be 192 according to his Google Scholar profile.",['191'],incorrect,evaluation: incorrect
389,389,TEST,What is the base price of the new Tesla Model Y Long Range All-Wheel Drive?,2025,frequently,False,one-hop,fast-changing,https://www.tesla.com/modely/design#overview,"$48,990",,,,,,,,,,,"The question contains a valid premise. As of the most recent information, the base price of the new Tesla Model Y Long Range All-Wheel Drive is $84,990.","['$48,990']",incorrect,evaluation: incorrect
390,390,TEST,Who is the most recent NBA player to score 60 or more points in a single game?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=Nikola%20Joki%C4%87%5E,April%201%2C%202025",Nikola Jokić,,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most recent NBA player to score 60 or more points in a single game is Nikola Jokić, who scored 61 points against the Timberwolves on April 1, 2025.",['Nikola Jokić'],correct,evaluation: correct
391,391,TEST,Who is the latest winner of The Voice US?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Voice_(American_TV_series)#:~:text=27-,Adam%20David,-Jaelen%20Johnston",Adam David,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest winner of The Voice US is Adam David, who won Season 27.",['Adam David'],correct,evaluation: correct
392,392,TEST,How many goals did Kylian Mbappé score in the UEFA Champion League last season?,2025,frequently,False,one-hop,fast-changing,"https://www.transfermarkt.us/kylian-mbappe/detaillierteleistungsdaten/spieler/342229#:~:text=14-,7,-1",7 goals,7,seven goals,seven,,,,,,,,"The question contains a valid premise. However, the specific number of goals Kylian Mbappé scored in the UEFA Champions League last season is not provided in the available information.","['7 goals', '7', 'seven goals', 'seven']",incorrect,evaluation: incorrect
393,393,TEST,What is the latest version of Android?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Android_version_history#:~:text=September%203%2C%202024-,Android%2016,16,-36",Android 16,,,,,,,,,,,"As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest version of Android is Android 16, which was released on June 10, 2025.",['Android 16'],correct,evaluation: correct
394,394,TEST,What book won the latest Nebula award for Best Novel?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Nebula_Award_for_Best_Novel#Winners_and_nominees:~:text=John%20Wiswell*-,Someone%20You%20Can%20Build%20a%20Nest%20In,-DAW%20Books%2C",Someone You Can Build a Nest In,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest Nebula Award for Best Novel was won by ""Someone You Can Build a Nest In"" by John Wiswell.",['Someone You Can Build a Nest In'],correct,evaluation: correct
395,395,TEST,Which game won the Spiel des Jahres award most recently?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Spiel_des_Jahres#All_winners:~:text=Result-,Bomb%20Busters,-Hisashi%20Hayashi",Bomb Busters,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The most recent winner of the Spiel des Jahres award is ""Bomb Busters"" by Hisashi Hayashi, which won in 2025.",['Bomb Busters'],correct,evaluation: correct
396,396,TEST,When was Coldplay's last concert?,2025,frequently,False,one-hop,fast-changing,https://www.concertarchives.org/bands/coldplay,"Sep 12, 2025","September 12, 2025",12 Sep 2025,12 September 2025,09/12/2025,09-12-2025,12/09/2025,12-09-2025,2025/09/12,2025-09-12,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. Coldplay's last concert took place on September 12, 2025, at Wembley Stadium in London, marking the end of their Music of the Spheres World Tour.","['Sep 12, 2025', 'September 12, 2025', '12 Sep 2025', '12 September 2025', '09/12/2025', '09-12-2025', '12/09/2025', '12-09-2025', '2025/09/12', '2025-09-12']",correct,evaluation: correct
397,397,TEST,Who is the richest man on earth?,2025,frequently,False,one-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#14313b8a3d78:~:text=1,Elon%20Musk",Elon Musk,Elon Reeve Musk,,,,,,,,,,"As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. Elon Musk is currently the richest man on earth, with a net worth of approximately $491.4 billion.","['Elon Musk', 'Elon Reeve Musk']",correct,evaluation: correct
398,398,TEST,Which team is at the top of the latest Premier League season?,2025,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/2025%E2%80%9326_Premier_League#League_table,Arsenal,Arsenal F.C.,,,,,,,,,,"As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. Arsenal is at the top of the latest Premier League season.","['Arsenal', 'Arsenal F.C.']",correct,evaluation: correct
399,399,TEST,Is Arsenal on the top of the latest Premier League standings?,2025,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/2025%E2%80%9326_Premier_League#League_table,Yes,,,,,,,,,,,"The question contains a valid premise. As of the latest information available, Arsenal is at the top of the Premier League standings.",['Yes'],correct,evaluation: correct
400,400,TEST,Who was the most recent incumbent president worldwide who ran for re-election but was not reelected?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_presidents_who_did_not_win_reelection#:~:text=2020%E2%80%932025-,Lazarus%20Chakwera,-Malawi",Lazarus Chakwera,,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most recent incumbent president worldwide who ran for re-election but was not reelected is Joe Biden. He ran for re-election in the 2024 U.S. presidential election but was not re-nominated by his party.",['Lazarus Chakwera'],incorrect,evaluation: incorrect
401,401,TEST,Who is the current ATP top-ranked men's singles tennis player?,2025,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/List_of_ATP_number_1_ranked_singles_tennis_players#:~:text=Carlos%20Alcaraz%2C%20the%20current%20men%27s%20singles%20world%20No.%201,Carlos Alcaraz,Alcaraz,Carlos Alcaraz Garfia,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the current ATP top-ranked men's singles tennis player is Carlos Alcaraz.","['Carlos Alcaraz', 'Alcaraz', 'Carlos Alcaraz Garfia']",correct,evaluation: correct
402,402,TEST,What is the release name of the latest version of the macOS operating system?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/MacOS_version_history#:~:text=15.7.1-,macOS%2026,Tahoe,-25",Tahoe,macOS 26 Tahoe,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the latest version of the macOS operating system is named macOS Tahoe.","['Tahoe', 'macOS 26 Tahoe']",correct,evaluation: correct
403,403,TEST,Who is the latest MotoGP World Riders' Champion?,2025,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Grand_Prix_motorcycle_racing_World_Riders%27_Champions_by_year#:~:text=2025,(Ducati)",Marc Márquez,Marc Márquez Alentà,,,,,,,,,,"As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. Marc Márquez is the latest MotoGP World Riders' Champion, having won the 2025 championship.","['Marc Márquez', 'Marc Márquez Alentà']",correct,evaluation: correct
404,404,TEST,Who won the latest Nobel Prize in Literature?,2025,frequently,False,one-hop,fast-changing,"https://www.nobelprize.org/prizes/literature/#:~:text=Nobel%20Prize%20in%20Literature%202025,L%C3%A1szl%C3%B3%20Krasznahorkai",László Krasznahorkai,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest Nobel Prize in Literature was awarded to the Hungarian author László Krasznahorkai in 2025.",['László Krasznahorkai'],correct,evaluation: correct
405,405,TEST,How many undergraduate students enrolled in Reed College in the most recent fall semester?,2025,09/01/2026,False,one-hop,fast-changing,"https://www.reed.edu/ir/enrollment.html#:~:text=275%20(22%25)-,1267,-Graduate",1267,,,,,,,,,,,"The question contains a valid premise. As of the most recent fall semester in 2025, Reed College had 1,267 undergraduate students enrolled.",['1267'],correct,evaluation: correct
406,406,TEST,When did the latest NFL season begin?,2025,09/01/2026,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/2025_NFL_season#:~:text=The%20regular%20season%20began%20on%20September%204%2C%202025,"Sep 4, 2025","September 4, 2025",4 Sep 2025,4 September 2025,09/4/2025,09-4-2025,4/09/2025,4-09-2025,2025/09/4,2025-09-4,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest NFL season began on September 4, 2025.","['Sep 4, 2025', 'September 4, 2025', '4 Sep 2025', '4 September 2025', '09/4/2025', '09-4-2025', '4/09/2025', '4-09-2025', '2025/09/4', '2025-09-4']",correct,evaluation: correct
407,407,TEST,The longest winning streak in the last season of the Premier League consisted of how many matches?,2025,05/24/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/2024%E2%80%9325_Premier_League#:~:text=22%20December%202024)-,Longest%20winning%20run,-6%20matches%0ANewcastle",6,6 matches,,,,,,,,,,"The question does not contain a valid premise as it does not specify which season is being referred to as ""the last season."" Therefore, I cannot provide an accurate answer without additional context.","['6', '6 matches']",incorrect,evaluation: incorrect
408,408,TEST,Who won the most recent Super Bowl?,2025,02/09/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Super_Bowl_champions#Super_Bowl_championship_(1966%E2%80%93present):~:text=(2024)-,Philadelphia%20Eagles,-N%0A(5%2C",Philadelphia Eagles,,,,,,,,,,,"As of today, November 15, 2025, the most recent Super Bowl was Super Bowl LIX, which took place on February 9, 2025. The Philadelphia Eagles won, defeating the Kansas City Chiefs with a score of 40-22.",['Philadelphia Eagles'],correct,evaluation: correct
409,409,TEST,On what date did the Patriots last play the Miami Dolphins?,2025,01/03/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Dolphins%E2%80%93Patriots_rivalry#:~:text=Latest%20meeting-,September%2014%2C%202025,-Patriots%2033%2C%20Dolphins","Sep 14, 2025","September 14, 2025",14 Sep 2025,14 September 2025,09/14/2025,09-14-2025,14/09/2025,14-09-2025,2025/09/14,2025-09-14,,"The question contains a valid premise. The New England Patriots last played the Miami Dolphins on September 14, 2025.","['Sep 14, 2025', 'September 14, 2025', '14 Sep 2025', '14 September 2025', '09/14/2025', '09-14-2025', '14/09/2025', '14-09-2025', '2025/09/14', '2025-09-14']",correct,evaluation: correct
410,410,TEST,Who was the winner of American Idol this year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/American_Idol#:~:text=May%C2%A018%2C%C2%A02025-,Jamal%20Roberts,-John%20Foster",Jamal Roberts,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The winner of American Idol in 2025 was Jamal Roberts.",['Jamal Roberts'],correct,evaluation: correct
411,411,TEST,Where will NeurIPS be located this year?,2025,01/01/2026,False,one-hop,fast-changing,"https://nips.cc/Conferences/FutureMeetings#:~:text=2025%20%E2%80%93-,San%20Diego,-Convention%20Center%C2%A0",San Diego,"San Diego, California","San Diego, California, USA",California,"California, USA",the USA,USA,the United States,United States,U.S.,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. NeurIPS 2025 will be located in San Diego, CA, with additional events in Mexico City and Copenhagen.","['San Diego', 'San Diego, California', 'San Diego, California, USA', 'California', 'California, USA', 'the USA', 'USA', 'the United States', 'United States', 'U.S.']",correct,evaluation: correct
412,412,TEST,What were this year's Coachella festival dates?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Coachella#Festival_summary_by_year:~:text=2025-,April%2011%E2%80%9313April%2018%E2%80%9320,-Lady%20GagaGreen",April 11–13 and April 18–20,,,,,,,,,,,"The question ""What were this year's Coachella festival dates?"" does not contain a valid premise because it is currently November 15, 2025, and the information provided refers to the 2026 Coachella festival dates, which are April 10-12 and April 17-19, 2026. Therefore, the question is asking about a future event, not one that has already occurred this year.",['April 11–13 and April 18–20'],incorrect,evaluation: incorrect
413,413,TEST,When is this year's Black Friday?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Black_Friday_(shopping)#:~:text=2025%C2%A0date,November%2028",November 28,"Nov 28, 2025","November 28, 2025",28 Nov 2025,28 November 2025,11/28/2025,11-28-2025,28/11/2025,28-11-2025,2025/11/28,,"The question contains a valid premise. As of today, November 15, 2025, this year's Black Friday is on November 28, 2025.","['November 28', 'Nov 28, 2025', 'November 28, 2025', '28 Nov 2025', '28 November 2025', '11/28/2025', '11-28-2025', '28/11/2025', '28-11-2025', '2025/11/28']",correct,evaluation: correct
414,414,TEST,When did this year's Passover start?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Passover#:~:text=2025%C2%A0date,April%20(8%20days)",April 12,"Apr 12, 2025","April 12, 2025",12 Apr 2025,12 April 2025,04/12/2025,04-12-2025,12/04/2025,12-04-2025,2025/04/12,,"The question contains a valid premise. This year's Passover began at sundown on Saturday, April 12, 2025.","['April 12', 'Apr 12, 2025', 'April 12, 2025', '12 Apr 2025', '12 April 2025', '04/12/2025', '04-12-2025', '12/04/2025', '12-04-2025', '2025/04/12']",correct,evaluation: correct
415,415,TEST,Who were the finalists in the US Open women's singles last year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/2024_US_Open_%E2%80%93_Women%27s_singles#:~:text=Final-,Champion,Jessica%20Pegula,-Score",Aryna Sabalenka and Jessica Pegula,Aryna Siarhiejeŭna Sabalenka and Jessica Pegula,Sabalenka and Pegula,Jessica Pegula and Aryna Sabalenka,Jessica Pegula and Aryna Siarhiejeŭna Sabalenka,Pegula and Sabalenka,,,,,,"The question contains a valid premise. The finalists in the US Open women's singles last year, 2024, were Aryna Sabalenka and Amanda Anisimova.","['Aryna Sabalenka and Jessica Pegula', 'Aryna Siarhiejeŭna Sabalenka and Jessica Pegula', 'Sabalenka and Pegula', 'Jessica Pegula and Aryna Sabalenka', 'Jessica Pegula and Aryna Siarhiejeŭna Sabalenka', 'Pegula and Sabalenka']",incorrect,evaluation: incorrect
416,416,TEST,How many papers (including both long and short papers) were accepted into the main conference of ACL last year?,2025,01/01/2026,False,one-hop,fast-changing,https://aclanthology.org/2024.acl-long.0.pdf#page=9,940 papers were accepted into the main conference.,,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. In 2024, 701 papers (including both long and short papers) were accepted into the main conference of ACL.",['940 papers were accepted into the main conference.'],incorrect,evaluation: incorrect
417,417,TEST,What date was mother's day in the United States this year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Mother%27s_Day_(United_States)#History:~:text=2025%C2%A0date,May%2011","Sunday, May 11","May 11, 2025","May 11, 2025",11 May 2025,11 May 2025,05/11/2025,05-11-2025,11/05/2025,11-05-2025,2025/05/11,,"The question contains a valid premise. As of today, November 15, 2025, Mother's Day in the United States this year was on May 11, 2025.","['Sunday, May 11', 'May 11, 2025', 'May 11, 2025', '11 May 2025', '11 May 2025', '05/11/2025', '05-11-2025', '11/05/2025', '11-05-2025', '2025/05/11']",correct,evaluation: correct
418,418,TEST,What date was father's day in the United States this year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Father%27s_Day_(United_States)#:~:text=2025%C2%A0date,June%2015","Sunday, June 15","Jun 15, 2025","June 15, 2025",15 Jun 2025,15 June 2025,06/15/2025,06-15-2025,15/06/2025,15-06-2025,2025/06/15,,"The question contains a valid premise. Father's Day in the United States this year, 2025, was on Sunday, June 15.","['Sunday, June 15', 'Jun 15, 2025', 'June 15, 2025', '15 Jun 2025', '15 June 2025', '06/15/2025', '06-15-2025', '15/06/2025', '15-06-2025', '2025/06/15']",correct,evaluation: correct
419,419,TEST,Where is EMNLP this year? ,2025,01/01/2026,False,one-hop,fast-changing,https://2025.emnlp.org/#:~:text=EMNLP%202025%20will%20be%20held%20in%20Suzhou%2C%20China,"Suzhou, China",China,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, EMNLP 2025 is being held in Suzhou, China, from November 4th to November 9th, 2025.","['Suzhou, China', 'China']",correct,evaluation: correct
420,420,TEST,Which broadcast network was this year's Super Bowl broadcaster?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Super_Bowl_broadcasters#:~:text=%E2%80%94-,LIX,Tubi,-LX",Fox and Tubi,Tubi and Fox,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The 2025 Super Bowl, Super Bowl LIX, was broadcast by FOX.","['Fox and Tubi', 'Tubi and Fox']",incorrect,evaluation: incorrect
421,421,TEST,What was the highest-grossing film in the United States last year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_highest-grossing_films_in_the_United_States_by_year#:~:text=2024,Inside%20Out%202",Inside Out 2,,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The highest-grossing film in the United States last year, 2024, was ""Ne Zha 2,"" which grossed $1,902,337,333 worldwide.",['Inside Out 2'],incorrect,evaluation: incorrect
422,422,TEST,What Berber year corresponds to the present year?,2025,01/01/2026,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Berber_calendar#:~:text=For%20example%2C%20the%20Gregorian%20year%202025%20corresponds%20to%20the%202975th%20year%20of%20the%20Berber%20calendar.,2975,,,,,,,,,,,"As of today, November 15, 2025, the present year corresponds to the Berber year 2975.",['2975'],correct,evaluation: correct
423,423,TEST,When was this year's Ramadan?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Ramadan#:~:text=1%20March%202025,29%20March%202025","Feb 28, 2025 – Mar 29, 2025","February 28, 2025 – March 29, 2025","Mar 1, 2025 – Mar 29, 2025","March 1, 2025 – March 29, 2025",,,,,,,,"The question contains a valid premise. This year's Ramadan in 2025 began at sundown on Friday, February 28, and ended at sundown on Sunday, March 30.","['Feb 28, 2025 – Mar 29, 2025', 'February 28, 2025 – March 29, 2025', 'Mar 1, 2025 – Mar 29, 2025', 'March 1, 2025 – March 29, 2025']",incorrect,evaluation: incorrect
424,424,TEST,What date is Thanksgiving this year?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Thanksgiving_(United_States)#:~:text=2025%C2%A0date,November%2027",November 27,"Nov 27, 2025","November 27, 2025",27 Nov 2025,27 November 2025,11/27/2025,11-27-2025,27/11/2025,27-11-2025,2025/11/27,,"As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. Thanksgiving in the United States will be celebrated on Thursday, November 27, 2025.","['November 27', 'Nov 27, 2025', 'November 27, 2025', '27 Nov 2025', '27 November 2025', '11/27/2025', '11-27-2025', '27/11/2025', '27-11-2025', '2025/11/27']",correct,evaluation: correct
425,425,TEST,What date was this year's Labor day?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Labor_Day#:~:text=2025%C2%A0date,September%201",September 1,"Sep 1, 2025","September 1, 2025",1 Sep 2025,1 September 2025,09/1/2025,09-1-2025,1/09/2025,1-09-2025,2025/09/1,,"The question contains a valid premise. As of today, November 15, 2025, this year's Labor Day was on Monday, September 1, 2025.","['September 1', 'Sep 1, 2025', 'September 1, 2025', '1 Sep 2025', '1 September 2025', '09/1/2025', '09-1-2025', '1/09/2025', '1-09-2025', '2025/09/1']",correct,evaluation: correct
426,426,TEST,What was the host stadium of this year's Super Bowl?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Super_Bowl#:~:text=Years%20hosted-,Caesars%20Superdome,-New%20Orleans%2C%20Louisiana",Caesars Superdome,"Allegiant Stadium, Paradise, Nevada",,,,,,,,,,"The question contains an invalid premise as it does not specify the year in question. However, based on the most recent information available, Super Bowl LX, which will take place in 2026, is set to be hosted at Levi's Stadium in Santa Clara, California.","['Caesars Superdome', 'Allegiant Stadium, Paradise, Nevada']",incorrect,evaluation: incorrect
427,427,TEST,On what date was last year's State of the Union Address delivered?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/State_of_the_Union#:~:text=TBA-,2024%2D03%2D07,-Joe%20Biden","Mar 7, 2024","March 7, 2024",7 Mar 2024,7 March 2024,03/7/2024,03-7-2024,7/03/2024,7-03-2024,2024/03/7,2024-03-7,,"The question contains a valid premise. Last year's State of the Union Address was delivered by President Joe Biden on March 7, 2024.","['Mar 7, 2024', 'March 7, 2024', '7 Mar 2024', '7 March 2024', '03/7/2024', '03-7-2024', '7/03/2024', '7-03-2024', '2024/03/7', '2024-03-7']",correct,evaluation: correct
428,428,TEST,Who won the latest Grammy Award for Best Jazz Performance?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Jazz_Performance#:~:text=%5B14%5D-,2025,Samara%20Joy%20featuring%20Sullivan%20Fortner,-%22Twinkle%20Twinkle%20Little",Samara Joy featuring Sullivan Fortner,Samara Joy McLendon,,,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most up-to-date and relevant information regarding this query is as follows: Samara Joy won the latest Grammy Award for Best Jazz Performance for the song ""Twinkle Twinkle Little Me.""","['Samara Joy featuring Sullivan Fortner', 'Samara Joy McLendon']",incorrect,evaluation: incorrect
429,429,TEST,What won the latest Academy Award for Best Animated Feature?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Academy_Award_for_Best_Animated_Feature#:~:text=2024%0A(97th,Flow",Flow,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest Academy Award for Best Animated Feature was won by ""Flow"" at the 97th Oscars.",['Flow'],correct,evaluation: correct
430,430,TEST,Which movie won the latest Academy Award for Best Picture?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture#2020s:~:text=2024%0A(97th),Anora",Anora,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest Academy Award for Best Picture was won by the movie ""Anora"" at the 97th Academy Awards.",['Anora'],correct,evaluation: correct
431,431,TEST,How many novels has Stephen King published?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=of%20Maine.-,Novels,-%5Bedit%5D",67 novels,67,over 65 novels,over 65,,,,,,,,"The question contains a valid premise. As of the most recent information, Stephen King has published over 70 novels.","['67 novels', '67', 'over 65 novels', 'over 65']",correct,evaluation: correct
432,432,TEST,What is the title of Stephen King's most recent novel?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/Stephen_King_bibliography#Novels:~:text=2025,Never%20Flinch",Never Flinch,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The title of Stephen King's most recent novel is ""Never Flinch,"" published in 2025.",['Never Flinch'],correct,evaluation: correct
433,433,TEST,Who won the latest NBA championship?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_champions#Results_by_team:~:text=%5B93%5D-,2025,-Oklahoma%20City%20Thunder",Oklahoma City Thunder,,,,,,,,,,,"As of today November 15, 2025, the most up-to-date and relevant information regarding this query is as follows. The latest NBA championship was won by the Oklahoma City Thunder.",['Oklahoma City Thunder'],correct,evaluation: correct
434,434,TEST,Where will the upcoming International Mathematical Olympiad (IMO) be hosted?,2025,01/01/2026,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/International_Mathematical_Olympiad#Summary:~:text=67%C2%A0,Shanghai",Shanghai,"Shanghai, China",China,,,,,,,,,"The question contains a valid premise. The upcoming International Mathematical Olympiad (IMO) in 2025 will be hosted on the Sunshine Coast, Queensland, Australia.","['Shanghai', 'Shanghai, China', 'China']",incorrect,evaluation: incorrect
435,435,TEST,Where was the most recent IJCAI conference held?,2025,01/01/2026,False,one-hop,fast-changing,https://2025.ijcai.org/#:~:text=Montreal%2C%2016th%20%E2%80%93%2022nd%20August%2C%202025,Montreal,"Montreal, Québec, Canada","Québec, Canada",Canada,,,,,,,,"The question contains a valid premise. As of today, November 15, 2025, the most recent IJCAI conference was held in Montreal, Canada, from August 16 to August 22, 2025, and in Guangzhou, China, from August 29 to August 31, 2025.","['Montreal', 'Montreal, Québec, Canada', 'Québec, Canada', 'Canada']",correct,evaluation: correct
436,436,TEST,What season is it in the northern hemisphere?,2025,12/21/2025,False,one-hop,fast-changing,"https://education.nationalgeographic.org/resource/season/#:~:text=In%20the%20Northern,22%20or%2023.",autumn,fall,autumn equinox,,,,,,,,,"As of today, November 15, 2025, in the Northern Hemisphere, it is autumn.","['autumn', 'fall', 'autumn equinox']",correct,evaluation: correct
437,437,TEST,On what date in North America did the most recent Microsoft's Patch Tuesday come out?,2025,11/11/2025,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Patch_Tuesday#:~:text=Patch%20Tuesday%20occurs%20on%20the%20second%20Tuesday%20of%20each%20month%5B8%5D.,"Oct 14, 2025","October 14, 2025",14 Oct 2025,14 October 2025,10/14/2025,10-14-2025,14/10/2025,14-10-2025,2025/10/14,2025-10-14,,"The question contains a valid premise. The most recent Microsoft's Patch Tuesday in North America occurred on November 11, 2025.","['Oct 14, 2025', 'October 14, 2025', '14 Oct 2025', '14 October 2025', '10/14/2025', '10-14-2025', '14/10/2025', '14-10-2025', '2025/10/14', '2025-10-14']",incorrect,evaluation: incorrect
438,438,TEST,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,2025,11/11/2025,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Patch_Tuesday#:~:text=Patch%20Tuesday%20occurs%20on%20the%20second%20Tuesday%20of%20each%20month%5B8%5D.,"Nov 11, 2025","November 11, 2025",11 Nov 2025,11 November 2025,11/11/2025,11-11-2025,11/11/2025,11-11-2025,2025/11/11,2025-11-11,,"The question contains a valid premise. Microsoft's Patch Tuesday occurs on the second Tuesday of each month. The upcoming Patch Tuesday will be on December 9, 2025.","['Nov 11, 2025', 'November 11, 2025', '11 Nov 2025', '11 November 2025', '11/11/2025', '11-11-2025', '11/11/2025', '11-11-2025', '2025/11/11', '2025-11-11']",incorrect,evaluation: incorrect
